,0,1,2
971,"@SandyE43 Yes, it seems to help people.  Of course, prevention (Vaccination ) is cheaper. But yes, if people do get… https://t.co/WwvpR97OBB",jolefson50,"Westtown, NY"
972,"Here’s an update on Michigan’s COVID-19 vaccination efforts. To find a vaccine clinic near you, visit… https://t.co/7Cg7bNnIma",dondreyoung,"Flint, MI"
973,"USC football game: proof of vaccination or -ve COVID test; Coliseum Stadium, capacity 78,000. Doobie Brothers conce… https://t.co/sPhfOEnj9U",dennisgjones,"Kingston, Jamaica"
974,@RedWingLion I want to hear from leaders who think the church should put its health resources first. Mobilize our h… https://t.co/q6T2ToYws1,WJCork,"Houston, TX"
975,"Another key factor, many experts say, Protection can come from vaccination or prior infection, also known as natura… https://t.co/YLQydHsoVF",psbaloans4u,"Florida, USA"
976,"At the very least, a whole third of our country cannot tell the difference between truth &amp; lies. This is why Republ… https://t.co/RXHHSTuE8p",WillKeenan,The Jersey Cape 
977,"@Infosec_Taylor Don't forget, if they're THAT opposed to vaccination, they still could've worn a good N95 all the t… https://t.co/XaD5lofGPI",ariccio,New York City
978,"CommUnity Good Morning 🌞 
Thank you to Bat's Barber Shop, @blackequitypgh, @PittPubHealth, @BcmHomewood, and all of… https://t.co/ELndIsDBRK",GaineyForMayor,"Pittsburgh, PA"
979,Political vaccination decisions makes me concerned now about our legacy vaccination schedule. Is the US going to go… https://t.co/HgBFL4Xk4I,CarrieHDavidson,"Keller, TX"
980,@ianmSC The quote from Fauci was nearly a year old. Do you think we might have learned any new things in a year?  W… https://t.co/2iPH8CgvkU,jolefson50,"Westtown, NY"
981,"@ZTPetrizzo Beyond pitiful
And the reason no one is dancing is because proof of vaccination was required to attend… https://t.co/xFTNsdmFDs",louiselnelson91,God's House
982,"Must show proof of vaccination and test negative to the virus 72-hours before departure.Upon arrival to Fiji, you… https://t.co/u3A3Rs26eh",DTee679,Nausori
983,"As I’ve traveled the Country I’ve met some terrific pilots, I have no idea what their vaccination status was but th… https://t.co/7i996bweNd",s_considine1,"New York, USA"
984,@NBCDFW Are all the Cowboys players vaxxed? I would hope so if they are holding vaccination clinics.,mizesoundguy,DFW
985,@doubleadub @Skrillex @habstrakt Respect. Vaccination require for entry.  NYC been fine amongst the vax crew. Cheers homie,OldManWhoBets,"New York, NY"
986,@greta @CarolineVakil Hope so! National mandate for vaccination.  These idots believe all the conspiracy theories.… https://t.co/mNv2nN5DgG,Jammyjohn1958,
987,Colorado hospital system demands that all organ transplant recipients first destroy their own organs with covid spi… https://t.co/EHlEleDIoX,1stChiroGilroy,"Gilroy, CA"
988,"Connecticut Dr. Sue McIntosh, is a Joseph Mengele wannabe, experimenting on human beings by giving them fake Covid… https://t.co/BKJeyOXnl7",JeffreyLusk9,"New Mexico, USA"
989,@moonflower_tea You have to have your vaccination card to even enter anywhere in New York so a lot of people remove… https://t.co/V0KUkWx0jy,ninjasmacks,"Virginia Beach, VA"
990,When you’re in the middle of Bourbon Street —— and finally realize what you forgot — my vaccination card 🙃🙃🙃 Cheers… https://t.co/3e0eNtA35d,pattycakezo,"Chicago,IL "
991,On the bright side they’re all rushing the field with no masks on and we all know that vaccination rate is low low… https://t.co/R7nKTh85AB,lildrewzivert,"District of Columbia, USA"
992,"@NancyMace Also, the weather was fine in NYC today. You are free to sit outside without proof of vaccination. Spare… https://t.co/4oHp22hl2U",ohhleary,New York City
993,@mdnij34 To cure Covid we must mandate vaccination. And masking and social distancing. As we did in response to oth… https://t.co/z9Q5Up5Rwg,DragonHawk1959,
994,Today I was kicked out of a Ralph Lauren outlet store because I refused to wear a mask #freedom #vaccination #mybodymychoice,Roxysunshine5,"San Diego, CA"
995,"Boom. This is how you stop vaccine mandates. Hang together people. #Resist

https://t.co/yvGTf81buE",RightEyeGuy,Indiana
996,@misterchambo At this point in the game it’s everybody’s responsibility to heed their own skepticism of the vaccina… https://t.co/t0OEdoQgzX,zebra3V1,"Greenwich, CT"
997,I’m sure others are experiencing this too but did y’all run out and basically cram the 12-ish months of no in-perso… https://t.co/oJVDmlfDmd,VintageAerith,Philly
998,"@AllenWest Just a casual observation but  you seem to be unfit to govern.   Vaccination 
vs conjuring up unproven r… https://t.co/ihYt9Av52P",JustSay74310747,
999,Mayor Yesterday Announced Our LGBTQ+ Venues Can Now Be Open til 12am!  Be Sure to Get Out Today With Your Friends L… https://t.co/QOzsGvZcoU,GayIslandGuide,"Hawaii, USA"
1000,"@lfoquet @BoonDR Much like American, Southwest didn't make vaccination mandatory and didn't really do anything at a… https://t.co/Jd5SsFTz05",AirlineFlyer,Back in the air after 413 days
1001,"@AirlineFlyer @BoonDR Like not going for a mandatory vaccination? Agree there.
What else have they done?
This thoug… https://t.co/K5vh21wKQ9",lfoquet,"Portland, OR"
1002,Thanks to Pastors Thomas Marc Gandy of Miracle Temple Church and Willie L.  McDaniel of St. Peter CME Church for pa… https://t.co/gC1JkSa76f,supejohngioia,"West Contra Costa County, CA"
1003,"Dear @TheAtlantic, why do you coddle this woman.  There is no way any person of color would be able to make this a… https://t.co/DlzOBLG6EO",mcjuancito,"Austin, TX"
1004,"How hard is it to find home health aides? Check out NY.

More than 30,000 NY home health aides missed a deadline to… https://t.co/k2UaXmbUWM",JACoganJr,"Hartford, CT & Harvard, MA"
1005,This is really the first time I’ve felt comfortable AND safe going out on the town. I love that (many of)… https://t.co/o6voxzbgoP,Blade_theDJ,New York
1006,"@5centmichael @chipfranklin Everyone was masked, had to provide proof of vaccination or a Neha covid test.",AdamTM24,Cincinnati-Dayton Metroplex
1007,"Drowning our sorrows with yummy food! If there is any consolation BYU fans, the Y lost to the best three and three… https://t.co/Iibbu1YGMx",ciskinlichee,
1008,Here’s an idea- instead of proof of vaccination to get into shows they should require proof of wearing deodorant,chrislynch69,"Massachusetts, USA"
1009,There’s even a pop-up COVID-19 vaccination clinic near the end of the parade route. @KHQLocalNews https://t.co/OsLwGMDAFK,yugmuabnennat,planet earth
1010,"@mmmBEERnWINE @NathanMackBrown People need to get vacinenated, it coming like they do in California, and iam pretty… https://t.co/8YpdoVgjZu",wertz_charlotte,
1011,POWER &amp; POLITICS: Should state workers lose their paychecks for violating COVID vaccination policy? https://t.co/tY6X0dXh1o,johncraven1,🏠: NYC / 💼: CT
1012,"On the way back from my vaccination I got to see this beautiful car. Manual Transmission and everything!

That made… https://t.co/ydwhQ1SoaU",ratherjaundiced,"San Francisco, CA"
1013,"Vaccination seems like a simpler, better option. https://t.co/mbUw6yJTBG",RolandB3,The Republic of Houston
1014,My 24 year old daughter lives in San Francisco.  She is in Las Vegas today.  I went to see her earlier but she diso… https://t.co/nmy1e0igsC,SpamYosemite,"Las Vegas, Nevada"
1015,"@Back_dafucup True. I can cook AND clean all at once with these extra arms.
THANK YOU VACCINATION !",roc_itaginDad,"San Francisco, CA"
1016,Kyrie Irving returns to #Nets with vaccination issues still front and center https://t.co/R4qL3jNQFJ via @nypostsports,NYPost_Brazille,"Astoria, Queens"
1017,"@WerderEdESPN He showed his vaccination i.d ? Oh, wait a minute. 🏈",grizz01,"Ocean Springs, MS"
1018,"Fight the virus not vaccines. 
#newdesign 
.
#ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ #savelives #stopcoronavírus #vaccination #letsmoveon… https://t.co/ePM0sl73zL",shopUni_T,"Natick, Massachusetts"
1019,see but depends on the topic. acknowledgement of humanity is not a “disagreement”. vaccination is not a “disagreeme… https://t.co/YkWpkf58Ld,AshyCrabbeCake,"Boston, MA"
1020,@mikesarzo No one who doesn't belive in vaccination should work anywhere in a hospital. It's Ike a vegan Rabbi taki… https://t.co/2CHhkKuLzD,Simplymarvlous,Georgia
1021,"@rhensing Coming to many companies in the very near future. 

Vaccination is the newest form of segregation.",kmundis,"Pennsylvania, USA"
1022,bro how am i gonna get crazy tonight? i didn’t bring my vaccination card 😳,drewblakeee,"Las Vegas, NV"
1023,Let me say 1st I have been vaccinated but if I’m kyrie &amp; I really want this chip in Brooklyn I got enough $ to pay… https://t.co/Z39VU5NNC6,chicken_son,"Richmond, VA"
1024,"@mattdizwhitlock @RogerMarshallMD @APjdhanna But seriously, this guy is definitely pro-mask and vaccination. Absolu… https://t.co/beLFpKhwJs",Read4Ks,"Overland Park, Kansas"
1025,I am in Walgreens waiting for a prescription and a white man not wearing a mask just asked how to make a COVID vacc… https://t.co/22YRwNrD2a,hannastasia,St. Louis
1026,I appreciate them checking vaccination status at the gate… gotta show your vax card or go get a rapid test https://t.co/KImiU5osn7,OctobersOwnTae,Chicago/Atlanta
1027,"@BobbyBump @jacewg @tomsietsema I don't disagree with some of your points Bobby.

But this restaurant is checking v… https://t.co/MtxUK6t03w",SteveQuartell,New York
1028,"Wow, I was just in a NYC restaurant that does not require proof of vaccination and someone pushing a toddler in a s… https://t.co/gbSF5a30nf",s_considine1,"New York, USA"
1029,"wasn’t let into a store bc I didn’t have a physical vaccination card even though I had a picture !,!,.!/!/ I’m so sick😭",jayshompy,inglewood 
1030,"Checking in. 
Tbh I’m only stopping here because it’s the only public restroom I don’t need proof of vaccination to… https://t.co/VkV9UcnHum",SeizureSalad314,"Seattle, WA "
1031,@TimesofSanDiego At least no more deaths. Must be our vaccination rate.,parroty,"San Diego, CA"
1032,@Giftama_ You need to stay out of Instagram for 30 days after vaccination and focus mainly on your Bible😎🏃🏽‍♂️.,Govshina,"Houston, TX"
1033,"Today, our @DPDUnidos &amp; @DPDSCNPO officers hosted a successful COVID-19 vaccination clinic @DallasCath's… https://t.co/IMLFuLE9Qu",DPDUnidos,"Dallas, TX "
1034,"As the EC considers the $27 million to hire 13 bureaucrats,  take away our liberty  and expand the vaccination data… https://t.co/VK5bF0fDf6",NH_Braveheart,"Dunbarton, NH"
1035,"@MartyMakary @RogerMarshallMD This is interesting, please link to a peer-reviewed study showing that across a diver… https://t.co/9nwKe3DJ0c",Read4Ks,"Overland Park, Kansas"
1036,"@MissTrumpYet @TheTonus @ChalkBoardRev The 1st way does not conform w/the Sharia, bc it risks the lives of ppl, par… https://t.co/sCCn7mdiTA",Rainbird42true,"Maryland, USA"
1037,"@graceisforyou No, *you* don't get it. We already have actual passport requirements, in order to leave the US, driv… https://t.co/g0QxQ1J2jL",mansagerc,Earth
1038,Thanks @tiziana_dearing and @ChrisCitorik @RadioBoston @WBUR @NPR for invitation to talk about latest on #COVID19… https://t.co/qaZ3Hioo1c,assoumou_MD,
1039,I just got this COVID-Test and I over exaggerate it I thought they was going to put it all in your nose and be aggr… https://t.co/IDh2AWBLwM,theejayamarie,paradise 🦋
1040,"THE GARDEN

TONIGHT @ The Glass House Pomona

SOLD OUT

DOORS @ 7pm

Arrive early - Bring ID, mask and vaccination… https://t.co/A8azgvE5i7",theglasshouse,"Pomona, CA"
1041,"Well, the @wcknicks are headed to Bridgeport, CT this season. 

Why?

Westchester County Center is still being used… https://t.co/Li6dRlphcg",ERodriguez_TV,"New Rochelle, New York"
1042,"@RogerMarshallMD Please post a link to ANY peer-reviewed study that backs your claim that ""natural immunity"" provid… https://t.co/li02yfOf6H",Read4Ks,"Overland Park, Kansas"
1043,@WazzuCoug94 @luke_lukeroth @USATODAY Precedent supports employers stipulating vaccinations. As a student at #WSU I… https://t.co/FR9ANeJTMg,SamIamLax,Left Coast
1044,@TrevorLaRene @SarahJKS77 @davidmweissman Vaccination is a totally different situation.,AnnLadenberger,"East Point, GA"
1045,Glad to have Off With Their Heads back tonight with Canadian Rifle. Tickets on sale until 5pm and then will be $17… https://t.co/tQTMQpKFFB,AquariumFargo,"Fargo, ND"
1046,1/2 At midway airport trying to get to Vegas for the Raiders game.  Tickets in hand.  Original flight cancelled and… https://t.co/nxVZm7Q4kR,JohnPhelan999,"Illinois, USA"
1047,"convulsions, Guillain-Barré, anaphylactic shock, myasthenia gravis, and so on.  The symptoms were so strong that th… https://t.co/BJhbTti7jL",YUKOWAS,United States
1048,@ThatEricAlper The importance of vaccination.,Lizpie907,"Kodiak, Alaska"
1049,At Time Square in NYC. Protesters against the mandates speak out about NYC Mayor Bill Deblasio and how these mandat… https://t.co/xpFnn3HQBu,LeeroyPress,"New York, NY"
1050,Thank you so much @MiFamiliaVota for recognizing @CityOfLasVegas staff for our community based vaccination efforts… https://t.co/9GRf2QzkvD,TheLVMillennial,"Las Vegas, NV "
1051,"@ReportsDaNews If this doesn't show everybody that it is not, I repeat not, about the vaccination this is full on M… https://t.co/zVuYA386FL",AmieWil90614783,
1052,Lawyers &amp; Scientists Are Building A Case For Why Natural Immunity Should Be Treated Same As Vaccination… https://t.co/q9JcKKQxcD,NicoleBorchard1,
1053,"@DrTomFrieden Interesting AP story today about US Senator from Kansas, Roger Marshall M.D., on why he continues to… https://t.co/5asDIBYoHj",Read4Ks,"Overland Park, Kansas"
1054,@dox12345fren @tedcruz Don’t get it. Nobody is physically forcing you to. But don’t expect a hospital system to col… https://t.co/ulVJgsRzGc,so_is_ur_face_,United States
1055,This person legitimately asked me if I needed a boyfriend in the middle of their vaccination appointment https://t.co/z0BYlyAq4c,phenstor,"Brooklyn, NY"
1056,8 pm tonite at @masquerade_atl with @maydaymusic tickets are at the door. Bring your vaccination card or negative C… https://t.co/m72kuwk9jX,TherealSixman,Atlanta
1057,@JoeBiden Just 56.4% of the population is fully vaccinated.  Picking the higher 76.4% for at least one dose for pop… https://t.co/mwsBG0xwKq,LarryBoorstein,"Virginia, USA"
1058,And people don't want to hear that about a stimulus check the penicillin description Steve not being admitted by th… https://t.co/esDtppGGK8,NakianakiayaF,"Michigan, USA"
1059,Is the covid vaccination penicillin mixed with Penicillin people that are allergic to penicillin we know the side e… https://t.co/uWqikVaWIe,NakianakiayaF,"Michigan, USA"
1060,At Time Square in NYC. Protesters against mandates gather.  @Gibson4NYS  Recite the pledge of allegiance for the cr… https://t.co/NJ3ZeAx62R,LeeroyPress,"New York, NY"
1061,guys i get vaccination the 14th!,camboystatham,she/they
1062,This has always been about putting the people 1st. Organizing a mobile vaccination site &amp; giving food to people fac… https://t.co/kOr1jlFMcr,VoteWorrell,"Boston, MA"
1063,Protesters against the mandatory shot take over the streets of NYC and pass by the historic Radio City Music Hall… https://t.co/cgS5atC5kd,LeeroyPress,"New York, NY"
1064,"Protesters against mandates decend on Time Square in NYC and chant "" F×CK BILL GATES ""
#BillGates #NYC #vaccination https://t.co/r9GOlFk8IL",LeeroyPress,"New York, NY"
1065,Ohio’s vaccination rate was last updated tomorrow! https://t.co/gklZz8VU9K,liberalinohio,
1066,"@mike_terry_1 @robbystarbuck Because people decided the pandemic was over and gave up on prevention. Also, the viru… https://t.co/vWo4wAxYtN",TheronC,"Nashville, TN"
1067,I’m Not Going Anywhere or Doing Anything That Requires A Vax Unless It’s Puttin’ Bands In My Pocket! Fuck Out My Fa… https://t.co/pogTl5C8Bb,LAFLAMESHOTYA,"Philadelphia, PA"
1068,#HappeningNow in NYC protesters against mandates gather and getting ready to March out on the streets of NYC… https://t.co/WB7GKCf5eB,LeeroyPress,"New York, NY"
1069,@jxncat I just hit town retuning from NOLA where you cannot enter a restaurant or hotel without a mask and showing… https://t.co/PmYHpcVPzx,FBrownWilliams,"Jackson, MS"
1070,The line to get into McCormick Hall to pick up my #ChicagoMarathon2021 gear snakes around the building several time… https://t.co/wrmiEH4PHU,RioLongacre,"Denver, CO"
1071,Never let politics and vaccination status ruin your relationship with your family and friends ❤️ Always stay kind❤️ Respect each other! 🙂,McSeason,"ÜT: 14.589235,121.061041"
1072,"@InfiniteCyclus @KimIversenShow No, assuming the same number of total infections, the longer each INDIVIDUAL infect… https://t.co/qnn5t8ALc4",JimmyMayfield,Cascadia
1073,@TheOtherAnil Yeah vaccination rate probably not a factor,JeremiahOshan,Seattle
1074,"@CNN Is he from Texas too, like those women who refused to show proof of vaccination and got arrested after attacki… https://t.co/v1Tde5OjMT",brentphoto_nyc,"New York, NY - Vienne, France"
1075,"Community mobile pod #vaccination clinic right now in @CityOfOrangeCA. 
Saturday, October 9 
9am-12pm
3707 W Garden… https://t.co/MW7v8ypcb6",AASCSC1,"Santa Ana, CA"
1076,"@mandimoots @TheBooksYouRea1 @JoeBiden I’m very sorry to hear your mother passed away from covid. 

I got fed scien… https://t.co/19CjtpXfSD",andy_mccormac,"Marina del Rey, CA"
1077,Got my flu shot today and now I have one more vaccination to go and that's the covid booster shot. Please do yourse… https://t.co/0dccakr1NG,TishaWaddell,"Pawtucket, RI"
1078,"Covid Booster ✔
No wait at this Vaccination Pop Up off 1560/Galm. Walk in until 3:00. 💕 https://t.co/l29DsPO6i3",vikki_jennings,"San Antonio, TX"
1079,"Rolovich has already said he’s not against vaccination, so I guess he’s hoping the exemption request he filed to th… https://t.co/SXLKc8brN3",TheCraigPowers,"Tacoma, WA"
1080,@Whiteli93988844 @PennLive One of these states has the highest vaccination rate. The other has the lowest. Guess wh… https://t.co/uu4pyFyC24,bigstape,Somewhere near Phillydelfya
1081,"Tonight. 7pm. Village Works.  90 East 3rd Street, NYC. Free. Must show COVID-19 Vaccination Proof. 

Hosted by Uray… https://t.co/k2xokq87Tr",Emanuel_Xavier,Brooklyn
1082,@ReportsDaNews Scared of a simple vaccination? Omg,GD64,northwestern Wisconsin
1083,"Getting my free vaccination 💉 donut 🍩 (at @KrispyKreme Flagship in New York, NY) https://t.co/t4Fx7DPKzO https://t.co/vzNESb8MNm",twirlynao,"New York, USA"
1084,@funder Both. Yes I got my vaccination against the Covid too.,RandyRstvns62,
1085,@SMcQn I’m so sorry is your daughter. Being an RN and doing wrong on vaccination info is non acceptable. I wonder w… https://t.co/D9NhgoStfo,FioredGoldston,"Jacksonville, Florida"
1086,Where is the hue and cry from John Henry's broadsheet and the NBA Blue Checks about Brown's vaccination status (sou… https://t.co/G9314zBSvN,realOBF,Founded 1965 - ® 2016
1087,"The Independent: Booster jabs: Two million people in England have now had third Covid vaccine dose.
https://t.co/oLnRYq6YmB

via @GoogleNews",TeeMichelle57,"Florida, US"
1088,How are you going to be anti-vaccination but have lips full of Juvaderm?,PennySparklez,
1089,"Why aren't we seeing  anti-vaccination protest for measles, mumps, chicken pox and whooping caugh?  Afterall kids a… https://t.co/wbMxQoav7c",JessePariseau,"Florida, USA"
1090,"Government MUST be honest and transparent about COVID-19 vaccination.

Ina democracy, citizens participate in gover… https://t.co/ULbh5D9rFG",Heerak4Congress,"Arlington, Virginia"
1091,"Vaccination rates have stalled, but just wait until they figure out how to deep-fry it 📈",ianhoch,"New Orleans, LA"
1092,"@KMcW8 Thank you @KMcW8 -We sure have-over many months - repeatedly encouraged, supported &amp; educated,required weekl… https://t.co/fUcCQajNn1",A2SchoolsSuper,"Ann Arbor, MI"
1093,@jedidiahgant @marisambryant @RitzRaleigh You had to show your vaccination card and we kept our masks on the whole… https://t.co/HNUDABRikR,raleighwhatsup,"Raleigh, NC"
1094,"Vaccination info:

Percentage of overall state population fully vaccinated: 64.7*
Percentage of adults (18+) with a… https://t.co/LJOxYxd9sN",mikesarzo,"Maryland, USA"
1095,@MassEMA @MassGovernor @bostonmarathon @EOPSS @MassStatePolice @FBIBoston @Hopkintonpolice @AshlandPolice… https://t.co/bs23KoHedV,jepfour,"Lowell, MA"
1096,@MassGovernor make vaccination mandatory!,jepfour,"Lowell, MA"
1097,"TODAY! FREE VACCINATION CLINIC💉
Saturday, October 9 l 10am-2pm
📍284 Washington Street, Wallingford, CT

Pfizer, Mod… https://t.co/W79O1uz7jQ",SCOW284,"Wallingford, CT"
1098,This University Announced a Vaccination Mandate. Now It's Not So Sure. https://t.co/xHFV77iWSZ,Ahighervision,"Chesterfield, VA"
1099,This is the last thing I’m saying about vaccines/campaigns (ok prob not but we can hope) — the best way to get peop… https://t.co/gcDJh0O6wv,amywilson,"Jersey City, NJ"
1100,COVID-19 Vaccination Deadline Arrives for 380K VA Employees. 45K Still Haven’t Said They’ve Gotten Shots.… https://t.co/YtEEE6iYmH,OVVeterans,The Great State of Ohio
1101,"@Hazeleyes4242 @LoewyLawFirm Final reply, hope this was informative and helpful. https://t.co/6f5bAS0hll",smarkstrickland,"Austin, Texas"
1102,"My vaccination card and I have seen some great concerts in the last couple of months:
Black Pumas
Jason Isbell 
St… https://t.co/DzarAwMZwX",UnrealBluegrass,
1103,"They have crackdown on the Delta variant and ramped up vaccination…as for you, have you had your Zoloft yet? https://t.co/u6GEU2xgn7",ShehabCrypto,"Edison, NJ"
1104,Praying by God he means vaccination https://t.co/fGGEX9lJhd,frankmeade_,"North Middletown, NJ"
1105,"“As of yesterday, we moved past 88.0 percent of our campus being partially or fully vaccinated. That means 90 perce… https://t.co/5wPalDaC8u",marcwhitt,"Lexington, Kentucky USA 🇺🇸"
1106,Risk factors and disease profile of post-vaccination SARS-CoV-2 infection in UK users of the COVID Symptom Study ap… https://t.co/JiloYS40fX,DrSteveCook,"NEW YORK TOUGH, USA"
1107,@Jack___Insten @Amber_Hend7 @ChristianWalk1r Schools have long required vaccination .,jolefson50,"Westtown, NY"
1108,@annieone3 @Ninpaxcyclist61 @JpStrand27 People are not threatened. They are simply told they must vaccinate.  This… https://t.co/hVteahADrk,jolefson50,"Westtown, NY"
1109,"@Eden_n_Tunnels The neighbour kid has  been over here to see him, sans mask and no vaccination... and his Meals on… https://t.co/VXnbtwWtMa",SheenTennantFan,Age: Middle | Any Pronouns
1110,“I cannot imagine how mass vaccination of our youngsters and children will not lead to an even more disastrous outc… https://t.co/WmYsbkuVGI,jdo05176116,"Minot, ND"
1111,@bvb093 @ELevy86 @FrontOfficeLos @MarkZinno Are you obtuse? BREAKING: Los Angeles city council votes to require pro… https://t.co/EMVukmu71z,BJP3rd,"Buford, GA"
1112,@RudolfWolph my vaccination is so hard~,EdBCollie,"Toney, AL"
1113,"@richoffsports @JayJDONDA @NipseyHustle758 @pastordam @RealJayWilliams If you can’t risk your life, like we did tak… https://t.co/A79beHqdiG",Poetic_Views,"Boise, ID"
1114,"@RealJayWilliams Jay, if he can’t risk his life like all of us who received the Vaccination. He needs to retire and… https://t.co/Drkziljtkn",Poetic_Views,"Boise, ID"
1115,@krich36467027 ONLY ON THE CONDITIONS THAT VACCINATION ARE MANDATED AS A MEDICAL CARE CONTROLLED VIA @DOJ_CRS… https://t.co/WW2PzaeIML,anthony_cancel8,
1116,@lionsdenmother1 @peace1 There’s a vaccination station on every corner here I actually got mine at the park across… https://t.co/07PFjtvyjk,SxlVnilaCupcake,"Los Angeles, CA"
1117,@Caranina01 @davidmweissman Hello.. is this silly time? Haven’t we all realized the only way to end the pandemic pa… https://t.co/mOY1B0ObmJ,RitaJLyons1,"Chicago, IL"
1118,"Vaccination clinic 9-11 a.m. Saturday, Oct 9 at 2201 Northview Drive in Natomas. https://t.co/444rKCdiys",natomasbuzz,"Sacramento, CA"
1119,"i shouldn’t be weak but i am, they said no test or vaccination?? starve and be homeless 😭 https://t.co/ugyFNjCvmt",anaiyadenay,
1120,goat vaccination spot,Kn0wa,United States
1121,"Every 9 minutes another person is added to the transplant waiting list.

If you don't want to get a COVID vaccinati… https://t.co/jGkOnDzXuv",JohnnyDiggz,"Orlando, FL"
1122,"Yes, if you need an organ transplant, you're going to need a COVID vaccination...  just like you also need to be up… https://t.co/kn4OBcmeFU",JohnnyDiggz,"Orlando, FL"
1123,I'm happy to show my vaccination and identification papers when asked. If I didn't feel this way I would be living… https://t.co/ahmr8brItB,sturgilln,"Lancaster, OH"
1124,"Good question. On Maui, it seems like democrats (which I am not) have ceded a lot of ground to a weird trumpy hippy… https://t.co/GnKjpRBAcA",Catfish20Haiku,Maui
1125,"This evening, President John Catanzara addressed our @FOP7Chicago membership and spoke about the mayor’s vaccinatio… https://t.co/whoaTudHew",FOP7Chicago,"Chicago, IL"
1126,Federal Government also making its employees who received the vaccination BY the federal government show they are v… https://t.co/n7hTkp6YxE,KelsiRipper,United States
1127,"Natural Infection Versus Vaccination: Differences In COVID Antibody Responses Emerge

https://t.co/V06txAD90t",honorverity,"New York, USA"
1128,Just got my first vaccination shot,MrBridges707,Wakanda
1129,@tedcruz She has the option to either get the FDA approved vaccination OR be tested weekly.  She chose neither.,Scot__Thompson,"Kemah, TX"
1130,Okay I love all my new coworkers. Especially love how everyone hates the two attorneys who didn't come bc they didn… https://t.co/2Gt6uq0V1A,fakeArian,Northern VA/Washington DC
1131,"@DrRobDavidson Bingo. But, should HCW also be fully aware of COVID vaccination status of their patients? There are… https://t.co/9KtGeISp8c",wateruno,"Yakima, WA"
1132,"@bvb093 @ELevy86 @FrontOfficeLos @MarkZinno Are you kidding me, they can’t enter businesses because of their vaccin… https://t.co/CMjsKphCRl",BJP3rd,"Buford, GA"
1133,@FullMeasureNews Natural immunity is a possibility combined with a healthier lifestyle. Low rates of Covid vaccinat… https://t.co/67pTO8a7C6,srschrier,"42.269024,-85.616177"
1134,We put on a real clinic today! Thank you @OhioHealth for helping us at The Franklin County Engineer’s Office take a… https://t.co/rtn7BLt81o,FraCoEngineerOH,"Columbus, OH"
1135,It is unlawful for show vaccination due to illegal local health.,jeffznikekb27,"Los Angeles, CA"
1136,"@DLeonhardt This is mostly right. But as the author acknowledges, there is one thing people can choose to do that r… https://t.co/Tuw0Y3Yu4G",AstorAaron,"Maryville, TN"
1137,"Flu season is looking spooky! Say 𝗕𝗢𝗢 𝗧𝗢 𝗧𝗛𝗘 𝗙𝗟𝗨 by getting your vaccination before it’s 𝘁𝗼𝗼𝗼𝗼𝗼𝗼 late. 
•••… https://t.co/4QVspYWoFq",ElPasoChildrens,"El Paso, Texas"
1138,@palmfronda Easy to get proof of vaccination thru state health department. All via email. Log on to health departme… https://t.co/JHTxjpw2AW,MattCrawford,Northern Vermont
1139,@DJRTistic And also who got their vaccination cards??,Ayiro,"L.A., CA 🛬 Dallas, TX"
1140,@dlx_marty @PotatoShooterr Must show proof of vaccination to participate,A1_likethesauce,
1141,"When you hear x company “requires vaccination for all employees” please realize this is often not actually true.

I… https://t.co/KtZHzkqlEv",geoffpilkington,Los Angeles
1142,Don't be a #simpleton #Vaccination #CDC #FDA #Moderna #Krogers #Health 😷👍🏾👍🏾👍🏾👍🏾👍🏾 @ Kroger Pharmacy https://t.co/tMB2YAPakj,UnoDa1One,"Covington, KY"
1143,Flanner House marking its 123th year. First event this year which has required to see proof of Covid vaccination be… https://t.co/h2qxI3ETuU,RafaelOnTV,"Indianapolis, IN"
1144,@GoRamsGo @abc4utah Some info is in the article but the headline is disappointing. Plenty of folks have the vaccina… https://t.co/LQWyzj9lDL,wasatch_ram,"Park City, Utah"
1145,"Stanford Epidemiologist Says COVID Vaccination Is Primarily a Matter of Personal Health, Not Public Health | Eric… https://t.co/MUpTyZY50z",AllenRWaters,"Providence, RI"
1146,"“In Japan over 1,100 people have died after receiving the vaccination” https://t.co/EJaOVAjmke",Tony__Heller,Wyoming
1147,@peterdaou Thorndale PA. Harassing people in line for vaccinations. At 13:37: I'm at CVS in line. A pro-Trump guy i… https://t.co/TeSIA0Lt91,Riverseeker,"ÜT: 39.972652,-75.846672"
1148,Got my 2nd vaccination/booster shot today too 😓,ahhrealshxt,"Newark, NJ"
1149,Just talk to my friend’s wife and it is so sad but he had got the vaccination and then he got Covid.,MyGodReigns7,"Marion, OH"
1150,Busting COVID Myths from the Student Health Care Center: Are COVID-19 breakthrough infections possible after vaccin… https://t.co/a45rxMfRW3,SFStudentLife,"S Bldg, First Floor"
1151,The state of Hawaii requires proof of vaccination in order to enter restaurants or bars,CodyKillaHoeXXX,"California, USA"
1152,"#NoTimeToDie ✨ Now Playing! ✨

Friday &amp; Saturday 🎬 2:00; 6:00; 9:30

Sunday-Thursday 🎬 2:00; 6:00 

#OnSaleNow

*Va… https://t.co/nNgvZI21OE",TheMajesticBay,Ballard
1153,"Requests Vaccination Status of All Candidates

https://t.co/r8IGYMW4If",JerseyCityTimes,"Jersey City, NJ "
